item_id,source,split,label,text,image_path,width,height,mpp,dataset_key,staging_images_dir,raw_label,cluster_l1,cluster_l2,cluster_l3,cluster_l4,cluster_l5,cluster_l6,cluster_l7,semantic_text,title,ontology_path,cluster_key,cluster_id,cluster,metadata,vec_img,vec_txt,vector,nn1,nn_dist1,nn2,nn_dist2,nn3,nn_dist3,nn4,nn_dist4,nn5,nn_dist5,nn6,nn_dist6,nn7,nn_dist7,nn8,nn_dist8,nn9,nn_dist9,nn10,nn_dist10,nn11,nn_dist11,nn12,nn_dist12,x,y,cluster_name,cluster_definition,cluster_keywords,cluster_original,cluster_xref,id,title_original,decoded_id,display_label,body,labels,tooltip_summary,nn1_item_id,nn1_dist,nn1_weight,nn2_item_id,nn2_dist,nn2_weight,nn3_item_id,nn3_dist,nn3_weight,nn4_item_id,nn4_dist,nn4_weight,nn5_item_id,nn5_dist,nn5_weight,neighbors_json,purity,entropy
0,CRC_VAL_HE_7K,train,ADI,"Histopathology image of Mesenchymal tissue from the Colorectal, representing Normal/Benign Adipose Tissue. Pattern: Adipocyte-rich stroma. Modifier: Not applicable. This node is organized under the ontology path: Biological Tissue > Mesenchymal > Colorectal > Normal/Benign > Adipose Tissue > Pattern: Adipocyte-rich stroma > Modifier: Not applicable.",/content/drive/MyDrive/mit/histopathology_mantis_20260115/data_staging/CRC_VAL_HE_7K/images/ADI/ADI-TCGA-AEDALKHL.tif,224.0,224.0,0.5,CRC_VAL_HE_7K,/content/drive/MyDrive/mit/histopathology_mantis_20260115/data_staging/CRC_VAL_HE_7K/images,nan,Biological Tissue,Mesenchymal,Colorectal,Normal/Benign,Adipose Tissue,Pattern: Adipocyte-rich stroma,Modifier: Not applicable,"Histopathology image of Mesenchymal tissue from the Colorectal, representing Normal/Benign Adipose Tissue. Pattern: Adipocyte-rich stroma. Modifier: Not applicable.",Colorectal — Adipose Tissue — Normal/Benign | Adipose tissue · 0,Biological Tissue > Mesenchymal > Colorectal > Normal/Benign > Adipose Tissue > Pattern: Adipocyte-rich stroma > Modifier: Not applicable,Biological Tissue > Mesenchymal > Colorectal > Normal/Benign > Adipose Tissue > Pattern: Adipocyte-rich stroma > Modifier: Not applicable,25,Colorectal — Adipose Tissue — Normal/Benign,"{""dataset_key"": ""CRC_VAL_HE_7K"", ""source"": ""CRC_VAL_HE_7K"", ""split"": ""train"", ""label"": ""ADI"", ""raw_label"": ""nan"", ""image_path"": ""/content/drive/MyDrive/mit/histopathology_mantis_20260115/data_staging/CRC_VAL_HE_7K/images/ADI/ADI-TCGA-AEDALKHL.tif"", ""width"": 224, ""height"": 224, ""mpp"": 0.5, ""item_id"": ""CRC_VAL_HE_7K::train::ADI::ADI-TCGA-AEDALKHL"", ""cluster_xref"": [{""target_cluster_id"": 23, ""target_cluster_name"": ""Colorectal — Mucus — Structural"", ""relation_type"": ""ASSOCIATED_WITH"", ""weight"": 0.511324, ""rationale"": ""Centroid cosine=0.124; keyword overlap=0.31.""}, {""target_cluster_id"": 28, ""target_cluster_name"": ""Colorectal — Background / Empty Slide — Not Applicable"", ""relation_type"": ""ASSOCIATED_WITH"", ""weight"": 0.539284, ""rationale"": ""Fallback neighbor by centroid cosine=0.079.""}, {""target_cluster_id"": 0, ""target_cluster_name"": ""Breast — Invasive Carcinoma — Malignant/Invasive"", ""relation_type"": ""ASSOCIATED_WITH"", ""weight"": 0.520987, ""rationale"": ""Fallback neighbor by centroid cosine=0.042.""}, {""target_cluster_id"": 15, ""target_cluster_name"": ""Lung — Adenocarcinoma — Malignant/Invasive"", ""relation_type"": ""ASSOCIATED_WITH"", ""weight"": 0.519562, ""rationale"": ""Fallback neighbor by centroid cosine=0.039.""}, {""target_cluster_id"": 16, ""target_cluster_name"": ""Lung — Adenocarcinoma — Malignant/Invasive — Adenocarcinoma"", ""relation_type"": ""ASSOCIATED_WITH"", ""weight"": 0.518185, ""rationale"": ""Fallback neighbor by centroid cosine=0.036.""}, {""target_cluster_id"": 17, ""target_cluster_name"": ""Lung — Adenocarcinoma — Malignant/Invasive — Adenocarcinoma v2"", ""relation_type"": ""ASSOCIATED_WITH"", ""weight"": 0.517979, ""rationale"": ""Fallback neighbor by centroid cosine=0.036.""}, {""target_cluster_id"": 6, ""target_cluster_name"": ""Breast — Benign Breast Lesion — Normal/Benign"", ""relation_type"": ""ASSOCIATED_WITH"", ""weight"": 0.514562, ""rationale"": ""Fallback neighbor by centroid cosine=0.029.""}, {""target_cluster_id"": 2, ""target_cluster_name"": ""Breast — Invasive Carcinoma — Malignant/Invasive — Invasive Carcinoma v2"", ""relation_type"": ""ASSOCIATED_WITH"", ""weight"": 0.506521, ""rationale"": ""Fallback neighbor by centroid cosine=0.013.""}]}",[0.56087273 0.07642042 0.5052842  ... 0.         0.         0.        ],"[ 6.42862245e-02  5.90405203e-02 -1.64241083e-02  2.62055118e-02
  2.01082751e-02 -8.98866057e-02  4.20281552e-02  7.80261979e-02
 -2.31475495e-02  3.93284252e-03 -7.35647753e-02 -7.46048847e-03
  1.05913384e-02  3.33853532e-03 -6.39328957e-02 -4.98987176e-02
 -7.01272488e-02 -2.44857445e-02  1.06908483e-02 -1.32559531e-03
  3.84360291e-02  2.01630108e-02  3.92420813e-02 -8.88323337e-02
 -1.01808188e-02 -7.05985799e-02  4.13684249e-02  2.55925171e-02
  5.58074005e-02 -1.45413373e-02 -3.70975723e-03 -6.07718900e-02
  9.85765457e-02  1.11790877e-02  1.26600452e-02 -4.95687388e-02
  1.77285261e-03 -3.41361528e-03 -1.01301044e-01  1.00143040e-02
